ca,cati,cati_url,endereco,municipio,email,telefone,responsavel,tecnicos,tem_dados
CA de Paranapanema,CATI Regional de Avaré,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Avar%C3%A9,"Endereço: Rua José Bernardo, 310 - CEP: 18720-000",Município: Paranapanema,E-mail: eliseu.melo@sp.gov.br / ca.paranapanema@cati.sp.gov.br,Telefone: (14) 99762-6089,Responsável: Eng. Agr. Eliseu Aires de Melo,Técnicos:,True
CA de Paranapuã,CATI Regional de Jales,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Jales,"Endereço: Av. Pedro Lanzoni , 2122 - CEP: 15745-000",Município: Paranapuã,E-mail: ca.paranapua@cati.sp.gov.br,Telefone: (17) 3648-1337,Responsável: Eng. Agr. Marcia Rosana Fugita Bois,Técnicos: Eng. Agr. Marcia Rosana Fugita Bois (Convênio SAA/PM); Jucelia Izildinha Basso de Aguiar (Convênio SAA/PM); Téc. Agrop. Lucas Pereira Sales (ULRIK - CAR).,True
CA de Parapuã,CATI Regional de Tupã,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Tup%C3%A3,"Endereço: Rua Sergipe, nº 932 - CEP: 17730-000",Município: Parapuã,E-mail: ca.parapua@cati.sp.gov.br,Telefone: (18)3582-1274,Responsável: Téc. em Agropecuária Luis Claudio Lopes Andrade,Técnicos:,True
CA de Pardinho,CATI Regional de Botucatu,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Botucatu,"Endereço: Av. Euzébio da Rocha Camargo, 125 - CEP: 18640-000",Município: Pardinho,E-mail: ricardo.chiarelli@sp.gov.br,Telefone: (14) 3886-1155,Responsável: Eng. Agr. Ricardo Henrique Casini Chiarelli,Técnicos:,True
CA de Pariquera-Açu,CATI Regional de Registro,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Registro,"Endereço: Av. Cap. Casemiro Lino, 255 - CEP: 11930-000",Município: Pariquera-Açu,E-mail: ca.pariquera@cati.sp.gov.br,Telefone: (13) 3856-1297,Responsável: Valdelício Pereira Rodrigues,"Técnicos: Eng. Agr. Valdelício Pereira, Auxiliar PCT - Maria Luiza Monteiro Canazza.",True
CA de Parisi,CATI Regional de Votuporanga,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Votuporanga,"Endereço: Rua Ângelo Trolesi, nº 608 - CEP: 15525-000",Município: Parisi,E-mail: weder.zucatto@sp.gov.br,Telefone: (17) 3839-1198,Responsável: Eng. Agr. Amauri Antonio de Mendonça,Técnicos: Eng. Agr. Weder Rodrigo Simão Zucatto,True
CA de Patrocínio Paulista,CATI Regional de Franca,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Franca,"Endereço: Rua Tenente Joaquim Cândido, nº 1.539 - CEP: 14415-000",Município: Patrocínio Paulista,E-mail: ca.patrociniopaulista@sp.gov.br,Telefone: (16) 3145-1420,"Responsável: GERALDO NASCIMENTO JR, Eng. Agrônomo",Técnicos: Eng. Agr. Geraldo Nascimento Júnior.,True
CA de Paulicéia,CATI Regional de Dracena,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Dracena,"Endereço: Av. Fortunato Campante, 2014 - CEP: 17990-000",Município: Paulicéia,E-mail: ca.pauliceia@cati.sp.gov.br,Telefone: (18) 3876-1120,Responsável: Eng. Agr. Paulo Sergio Martin,Técnicos: Eng. Ambiental Luan de Almeida dos Santos (Convênio Prefeitura Municipal),True
Paulínia,,,,,,,,,False
CA de Paulistânia,CATI Regional de Bauru,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Bauru,"Endereço: Avenida José Francisco Casaca, 12 - Centro - CEP: 17150-030",Município: Paulistânia,E-mail: ca.paulistania@cati.sp.gov.br / renato.delagado@sp.gov.br,Telefone: (14) 3275-7237 (Prefeitura Municipal) / (14) 997935833,Responsável: Eng. Agr. Renato Theodoro Delgado,Técnicos: Biol. Mara Silvia Corrêa (Convênio SEIAA),True
CA de Paulo de Faria,CATI Regional de Votuporanga,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Votuporanga,"Endereço: Rua Bom Jesus, 841 - CEP: 15490-000",Município: Paulo de Faria,E-mail: mavecato2012@hotmail.com,Telefone: (17) 3292-1254,Responsável: Eng. Agr. Amauri Antonio de Mendonça,Técnicos: Eng Agrícola Marcos Venicio Calixto de Toledo ( Conveniado Prefeitura).,True
CA de Pederneiras,CATI Regional de Bauru,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Bauru,"Endereço: Rua Capitão Joaquim Barreto, L-189 - CEP: 17280-000",Município: Pederneiras,E-mail: ca.pederneiras@cati.sp.gov.br / woney.pereira@sp.gov.br,Telefone: (14) 3284-1908,Responsável: Eng. Agr. Woney Fernando Pereira Filho,Técnicos:,True
CA de Pedra Bela,CATI Regional de Bragança Paulista,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Bragan%C3%A7a%20Paulista,"Endereço: Praça Lavínia de Oliveira Leme, s/n - Centro - CEP: 12990-000",Município: Pedra Bela,E-mail: ca.pedrabela@cati.sp.gov.br,Telefone: (11) 4037-1277,Responsável: Eng. Agr. Rodrigo Baccan,Técnicos:,True
CA de Pedranópolis,CATI Regional de Fernandópolis,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Fernand%C3%B3polis,"Endereço: Rua Waldomiro de Souza,218 - CEP: 15630-000",Município: Pedranópolis,E-mail: ca.pedranopolis@cati.sp.gov.br,Telefone: (17) 3838-1187,Responsável: Eng. Agr. Mauro Leitão Linhares,Técnicos:,True
CA de Pedregulho,CATI Regional de Franca,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Franca,"Endereço: Rua João Pereira de Almeida, nº 114 - CEP: 14470-000",Município: Pedregulho,E-mail: ca.pedregulho@sp.gov.br,Telefone: (16) 3171-1141,Responsável:,Técnicos: Eng. Agr. Giovanno Algarte Moreno (Convênio Prefeitura Municipal),True
CA de Pedreira,CATI Regional de Bragança Paulista,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Bragan%C3%A7a%20Paulista,"Endereço: Rua João Caldas, s/n - Centro - CEP: 13920-000",Município: Pedreira,E-mail: ca.pedreira@cati.sp.gov.br,Telefone: (19) 3893-1281,Responsável: Eng. Agr. Rodrigo Baccan,Técnicos: Méd. Vet. Marcelo Pouso Coutinho.,True
CA de Pedrinhas Paulista,CATI Regional de Assis,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Assis,"Endereço: Rua Pietro Maschietto, 138B - Centro - CEP: 19865-000",Município: Pedrinhas Paulista,E-mail: casadaagricultura@pedrinhaspaulista.sp.gov.br,Telefone: (18) 3375-1622,Responsável: Eng. Agr. Mário Augusto Totti,Técnicos:,True
CA de Pedro de Toledo,CATI Regional de Registro,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Registro,"Endereço: Av. São José, nº 485 - CEP: 11790-000",Município: Pedro de Toledo,E-mail: edr.registro@cdrs.sp.gov.br,Telefone: (13) 997433516,Responsável: Tais Cristina Canola,Técnicos: Agente PCT Alexander Lyra,True
CA de Penápolis,CATI Regional de Araçatuba,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Ara%C3%A7atuba,"Endereço: Rua Luiz Osório, 26 - CEP: 16300-000",Município: Penápolis,E-mail: ca.penapolis@cati.sp.gov.br,Telefone: (18) 3652-1370,Responsável: Eng. Agr. Matheus de Souza Carvalho (SAA),Técnicos: Eng. Agr. Sérgio Eduardo Rodrigues (Convênio Prefeitura Municipal/SAA),True
CA de Pereira Barreto,CATI Regional de Andradina,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Andradina,"Endereço: Rua Cyro Maia, 1119 - CEP: 15370-000",Município: Pereira Barreto,E-mail: ca.pereirabarreto@cati.sp.gov.br,Telefone: (18) 3704-2328,Responsável: Engenheiro Agrônomo Arnaldo Pedroso Coelho,Técnicos: Engenheiro Agrônomo Arnaldo Pedroso Coelho (SAA),True
CA de Pereiras,CATI Regional de Botucatu,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Botucatu,"Endereço: Rua Haroldo J. P. Miramonte, 288 - CEP: 18580-000",Município: Pereiras,E-mail: ricardo.chiarelli@sp.gov.br,Telefone: (14) 3888-1262,Responsável: Eng. Agr. Ricardo Henrique Casini Chiarelli,Técnicos:,True
CA de Peruíbe,CATI Regional de Santos,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Santos,"Endereço: Av. Governador Mario Covas Júnior, 203 - CEP: 11750-000",Município: Peruíbe,E-mail: ca.peruibe@cati.sp.gov.br,Telefone: (13) 3455-2504,Responsável: Eng. Agr. Luiz Gustavo Valério Villela,Técnicos: Osmani Rodrigues de Freitas,True
CA de Piacatu,CATI Regional de Araçatuba,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Ara%C3%A7atuba,"Endereço: Rua Claudemiro Mota Mendonça, 261 - CEP: 16230-000",Município: Piacatu,E-mail: ca.piacatu@cati.sp.gov.br,Telefone: (18) 3693-1240,Responsável: Tec. Agr. Dailton Bigote (SAA),Técnicos: Técnico Agrícola Dailton Bigote Méd. Vet. Cintia Gabriele Nunes Vendrame (Convênio Prefeitura Municipal/SAA),True
CA de Piedade,CATI Regional de Sorocaba,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Sorocaba,"Endereço: Av. Coração de Jesus, nº 298 - CEP: 18170-000",Município: Piedade,E-mail: rildania.barcelos@sp.gov.br,Telefone: (15) 3222-2852,Responsável: EDR SOROCABA,Técnicos:,True
CA de Pilar do Sul,CATI Regional de Sorocaba,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Sorocaba,"Endereço: Rua Major Eusébio Moraes Cunha, nº 312 - CEP: 18185-000",Município: Pilar do Sul,E-mail: rosangela.pereira@sp.gov.br,Telefone: (15) 3278-1404,Responsável: Técnica Agropecuária Rosangela Dos Santos Pereira Nagao,Técnicos:,True
CA de Pindamonhangaba,CATI Regional de Pindamonhangaba,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Pindamonhangaba,"Endereço: Av. Nossa Sra. do Bom Sucesso, 1181 - Alto do Cardoso - CEP: 12420-010",Município: Pindamonhangaba,E-mail: ca.pindamonhangaba@cati.sp.gov.br,Telefone: (12) 3643-1863,Responsável: Eng. Agr. Telma Teresa de Aquino Souza,Técnicos: Eng. Agr. Dalmir Lopes Guedes,True
CA de Pindorama,CATI Regional de Catanduva,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Catanduva,"Endereço: RuaAntônio Gonçalves, nº 216 - CEP: 15830-000",Município: Pindorama,E-mail: ca.pindorama@cati.sp.gov.br,Telefone: (17) 3572-1221,Responsável: Eng. Agr. Claudio Giusti de Souza,Técnicos: Eng. Agr. Fabio Catelan Rodrigues,True
CA de Pinhalzinho,CATI Regional de Bragança Paulista,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Bragan%C3%A7a%20Paulista,"Endereço: Rua Boa Esperança, 44 - Centro - CEP: 12995-000",Município: Pinhalzinho,E-mail: ca.pinhalzinho@cati.sp.gov.br,Telefone: (11) 4018-1155,"Responsável: Chefe da CA
Eng Agr Adriano Campbell",Técnicos:,True
CA de Piquerobi,CATI Regional de Presidente Venceslau,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Presidente%20Venceslau,"Endereço: Rua Fernão Dias, 282 - CEP: 19410-000",Município: Piquerobi,E-mail: ca.piquerobi@cati.sp.gov.br,Telefone: (18) 3276-1129,Responsável: Méd. Vet. Felipe Melhado,Técnicos:,True
Piquete,,,,,,,,,False
CA de Piracaia,CATI Regional de Bragança Paulista,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Bragan%C3%A7a%20Paulista,"Endereço: Praça do Rosário, 210 - CEP: 12970-000",Município: Piracaia,E-mail: ca.piracaia@cati.sp.gov.br,Telefone: (11) 4036-7338/,"Responsável: Chefe da CA
Eng Agr Carlos Augusto Targa Romani",Técnicos:,True
CA de Piracicaba,CATI Regional de Piracicaba,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Piracicaba,"Endereço: Rua Campos Salles, 507 - CEP: 13400-200",Município: Piracicaba,E-mail: ca.piracicaba@cati.sp.gov.br,Telefone: (19) 3433-5291,Responsável: Eng. Agr. Mauricio Perissinotto (Diretor Técnico de Divisão),Técnicos: Eng. Agr. José Francisco de Aquino e Saglietti; Jeremias Rodrigues (Agente de Apoio Agropecuário),True
CA de Piraju,CATI Regional de Ourinhos,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Ourinhos,"Endereço: Rua Washington Osório de Oliveira, 270 - CEP: 18800-000",Município: Piraju,E-mail: ca.piraju@cati.sp.gov.br,Telefone: (14) 3351-1174,Responsável: Eng. Agr. Sérgio Luis Villas Boas Tambara,Técnicos:,True
CA de Pirajuí,CATI Regional de Lins,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Lins,"Endereço: Av. Gov. Orestes Quércia, n°242 - Aclimação, CEP 16604-094 - Atendimento Presencial, com agendamento - CEP: 16600-000",Município: Pirajuí,E-mail: ca.pirajui@cati.sp.gov.br,Telefone: (14) 3572-1386,Responsável: Eng. Agr. Sílvio C. Barbosa,Técnicos: Eng. Agr. Fábio Marchetti Maia (Prefeitura Municipal),True
CA de Pirangi,CATI Regional de Barretos,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Barretos,"Endereço: Av. da Saudade, 762 - CEP: 15820-000",Município: Pirangi,E-mail: ca.pirangi@cati.sp.gov.br,Telefone: (17) 3386-1171,Responsável: Eng. Agr. Rolando Salomão Carvalho Custódio do Nascimento,Técnicos:,True
Pirapora do Bom Jesus,,,,,,,,,False
CA de Pirapozinho,CATI Regional de Presidente Prudente,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Presidente%20Prudente,"Endereço: Rua José Bonifácio Mori, n.º 21 - Centro - CEP: 19200-000",Município: Pirapozinho,E-mail: marco.aurelio@sp.gov.br,Telefone: (18) 3269-1470,Responsável: Eng. Agr. Marco Aurélio Fernandes,Técnicos:,True
CA de Pirassununga,CATI Regional de Limeira,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Limeira,"Endereço: Rua XV de Novembro, 2448 - CEP: 13630-145",Município: Pirassununga,E-mail: ca.pirassununga@cati.sp.gov.br,Telefone: (19) 3561-2657,Responsável: Eng. Agr. Marcos Jonatan Amici Jorge,"Técnicos: Maurício Schimack Neto (Oficial de Apoio Agropecuário), João Luiz Ferraz de Souza (Auxiliar de Apoio Agropecuário), Roberto Maximiano da Silva (Auxiliar de Apoio Agropecuário) e Maria Cristina Ferreira Russo (Auxiliar de Serviços Gerais).",True
CA de Piratininga,CATI Regional de Bauru,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Bauru,"Endereço: Av. da Saudade, 62 - CEP: 12705-000",Município: Piratininga,E-mail: ca.piratininga@cati.sp.gov.br / renato.delagado@sp.gov.br,Telefone: (14) 3265-1160 / (14) 997935833,Responsável: Eng. Agr. Renato Theodoro Delgado,Técnicos:,True
CA de Pitangueiras,CATI Regional de Barretos,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Barretos,"Endereço: Praça São Sebastião, 212 - CEP: 14750-000",Município: Pitangueiras,E-mail: ca.pitangueiras@cati.sp.gov.br,Telefone: (16) 3952-1280,Responsável: Eng. Agr. Rolando Salomão Carvalho Custódio do Nascimento,Técnicos:,True
CA de Planalto,CATI Regional de General Salgado,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20General%20Salgado,"Endereço: Av. Carlos Gomes, 865, Centro - CEP: 15260-000",Município: Planalto,E-mail: ca.planalto@cati.sp.gov.br,Telefone: (18) 3695-1219,Responsável: Méd. Vet. Francisco Júnior de Souza,Técnicos: Méd. Vet. Francisco Júnior de Souza (Convênio SAA/PM) Engª. Agrª. Isabela dos Santos Zocal (Convênio SAA/PM),True
CA de Platina,CATI Regional de Assis,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Assis,"Endereço: Rua Maria Amélia Azevedo, n.º 267 - CEP: 19990-000",Município: Platina,E-mail:,Telefone: (18) 3354-1171,Responsável: Eng. Agr. Mário Augusto Totti,Técnicos: Eng. Agr. Elaine Aparecida Semeghini Hanisch (Convênio Prefeitura Municipal),True
Poá,,,,,,,,,False
CA de Poloni,CATI Regional de São José do Rio Preto,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20S%C3%A3o%20Jos%C3%A9%20do%20Rio%20Preto,"Endereço: Rua 03 de Maio, nº 203 - CEP: 15160-000",Município: Poloni,E-mail: ca.poloni@cati.sp.gov.br,Telefone: (17) 3819-1265,Responsável: Eng. Agr. Ricardo Domingos Luiz Pereira,Técnicos: Eng. Agr. Harley Carlos de Araujo Méd. Vet. Jonas Alves F. Neto (Convênio Prefeitura Municipal).,True
CA de Pompéia,CATI Regional de Marília,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Mar%C3%ADlia,"Endereço: Rua Getúlio Vargas,369 - CEP: 17580-000",Município: Pompéia,E-mail: edr.marilia@cati.sp.gov.br,Telefone: (14) 3433-2744,Responsável:,Técnicos:,True
CA de Pongaí,CATI Regional de Lins,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Lins,"Endereço: Rua Gildo Roque, nº 138, Centro, CEP 16.660-009 - CEP: 16660-009",Município: Pongaí,E-mail: edr.lins@cati.sp.gov.br,Telefone: Eduardo: (14) 99728-9845; Osvaldo (Titi): (14) 99745-4780; Aline: (14) 99855-5126,Responsável: Méd. Vet. Eduardo Loureiro,Técnicos: Eng. Agr. Oswaldo Bellini Méd. Veterinária Aline Maiza Espote Bianconi,True
CA de Pontal,CATI Regional de Ribeirão Preto,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Ribeir%C3%A3o%20Preto,"Endereço: Rua Guilherme Silva, 605 - CEP: 14180-000",Município: Pontal,E-mail: carloshenrique.ps@sp.gov.br,Telefone: (16) 3953-1358,Responsável: Eng. Agr. Carlos Henrique de Paula e Silva,Técnicos:,True
CA de Pontalinda,CATI Regional de Jales,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Jales,"Endereço: Rua Adalberto Brandão, 1.690 - CEP: 15718-000",Município: Pontalinda,E-mail: ca.pontalinda.cdrs.sp.gov.br,Telefone: (17) 3699-1165,Responsável: Eng. Agr. Alessandro Nunes Ferreira,Técnicos: Eng. Agr. Alessandro Nunes Ferreira (CATI) Tec. Agrop. Lucas Fim Torres (Convênio SAA/PM); Méd. Vet. Marcelo Lemos Tomaz (PM),True
CA de Pontes Gestal,CATI Regional de Votuporanga,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Votuporanga,"Endereço: Rua Maria Pontes Gestal, nº 10 - CEP: 15560-000",Município: Pontes Gestal,E-mail:,Telefone: (17) 99648-7094,Responsável: Eng. Agr. Amauri Antonio de Mendonça,Técnicos:,True
CA de Populina,CATI Regional de Fernandópolis,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Fernand%C3%B3polis,"Endereço: Rua Rio Grande do Sul,1.192 - CEP: 15670-000",Município: Populina,E-mail: ca.populina@cati.sp.gov.br,Telefone: (17) 3639-1169,Responsável: Méd. Vet. Julio Gabialti Junior,Técnicos: Méd. Vet. Julio Gabialti Junior (Convênio Prefeitura Municipal); EDILSON POMIN,True
CA de Porangaba,CATI Regional de Itapetininga,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Itapetininga,"Endereço: Rua Quatro de Junho, 798 - CEP: 18260-000",Município: Porangaba,E-mail: marialuciasilva@sp.gov.br,Telefone: (15) 3257-1214,Responsável: Médico Veterinário Marcelo Ament Giuliani dos Santos,Técnicos:,True
CA de Porto Feliz,CATI Regional de Sorocaba,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Sorocaba,"Endereço: Rua Barão do Rio Branco, 428 - CEP: 18540-000",Município: Porto Feliz,E-mail: edr.sorocaba@cati.sp.gov.br,Telefone: (15) 3261-1301,Responsável: EDR SOROCABA,Técnicos:,True
